"id","nome","Municipio","Classificação.autora","UF","decimallon","decimallat"
"191","Albino Pessatto","Palmitos","Guarani","SC",-53.14338934, -27.11404755
"192","Andre Ilustre de Souza","Palmitos","Guarani","SC",-53.10995282, -27.16752962
"194","Balsinha 7","Paulo Lopes","Guarani","SC",-48.78712685, -28.09117469
"195","U-389: Roberto Chaves","Piratuba","Guarani","SC",-51.85239874, -27.51634837
"196","U-390 - Gaudêncio Machado","Piratuba","Guarani","SC",-51.84224762, -27.49831032
"197","Ervino Koller III","Piratuba","Guarani","SC",-51.8386161, -27.52137915
"199","U-388: Celso Machado","Piratuba","Guarani","SC",-51.83826568, -27.45372987
"200","U-462","Piratuba","Guarani","SC",-51.81600277, -27.51352949
"204","U-392: Altair Borges do Nascimento","Piratuba","Guarani","SC",-51.80516937, -27.5138073
"206","Osni de Moraes","Piratuba","Guarani","SC",-51.80239162, -27.525474
"207","U - 478","Piratuba","Guarani","SC",-51.79581272, -27.48893906
"208","Moises de Souza","Piratuba","Guarani","SC",-51.79461375, -27.51408511
"210","U- 479","Piratuba","Guarani","SC",-51.74803582, -27.48928528
"212","SC-URG-01","São Carlos","Guarani","SC",-53.04592934, -27.07214487
"213","SC-URG-003","São Carlos","Guarani","SC",-53.034923, -27.067287
"214","Sitio Guarani","São Francisco do Sul","Guarani","SC",-48.58332713, -26.22467989
"215","Enseada I","São Francisco do Sul","Guarani","SC",-48.49983918, -26.23392696
"216","Rio Uruguai","Itapiranga","Guarani","SC",-53.73, -27.17
"218","Arroio Corrente V","Jaguaruna","Guarani","SC",-49.0358, -28.6852
"219","Olho D'agua I ","Jaguaruna","Guarani","SC",-49.1972, -28.7917
"220","Sibelco","Jaguaruna","Guarani","SC",-48.9991, -28.6213
"221","Morro Bonito II ","Jaguaruna","Guarani","SC",-48.9918, -28.6129
"222","Morro Bonito I ","Jaguaruna","Guarani","SC",-48.9639, -28.6063
"223","Laranjal I ","Jaguaruna","Guarani","SC",-48.9379, -28.6201
"226","Aldeia da Lagoa Mae Luzia","Araranguá","Guarani","SC",-49.3231, -28.8659
"228","Ita ","Itá","Guarani","SC",-52.508333, -27.270833
"229","Poco Grande","Araquari","Guarani","SC",-48.8438, -26.4446
"230","Aldeia da ZPE","Imbituba","Guarani","SC",-48.6967, -28.2166
"232","Saltinho do Rio Uruguai 02","Águas de Chapecó","Guarani","SC",-53.03573748, -27.14573911
"235","Linha_Uruguai_Sul","Porto Lucena","Guarani","RS",-55.05, -27.816667
"236","Abrigo do Canhembora 7","Nova Palma","Guarani","RS",-53.25, -29.416667
"237","Ilha Comandai","Porto Lucena","Guarani","RS",-55.064927, -27.802887
"238","Pedra Grande 7","São Pedro do Sul","Guarani","RS",-54.112058, -29.652223
"239","RS-VZ-45: Parizinho 3","Tenente Portela","Guarani","RS",-53.73333333, -27.31555555
"240","Barro do Turvo 3","Três Passos","Guarani","RS",-54.100193, -27.304807
"241","Elias dal Pra","Paraíso do Sul","Guarani","RS",-53.05, -29.689167
"242","Parizinho-2","Salto, São Paulo","Guarani","RS",-53.75, -28.3
"243","Parizinho-1","Salto, São Paulo","Guarani","RS",-53.733333, -28.3
"245","Bassani 1","Maquiné","Guarani","RS",-50.12421003, -29.75536037
"246","Palmeira 2","Parobé","Guarani","RS",-50.916667, -29.666667
"247","Passo Fundo","Osório","Guarani","RS",-50.216667, -29.933333
"248","Ilha Chico Manoel","Porto Alegre","Guarani","RS",-51.16321841, -30.26534867
"249","RS-T-132","Pouso Novo","Guarani","RS",-52.2, -29.17
"250","Wilmoth Ropke ","Ibirama","Guarani","RS",-53.27, -29.44
"251","Panambi 3","Alecrim","Guarani","RS",-54.901, -27.692
"252","RS-T-117","Bom Retiro do Sul","Guarani","RS",-51.9456, -29.6111
"253","RS-03","Muçum","Guarani","RS",-51.7418, -29.1361
"254","Lagoa da Porteira 02","Palmares do Sul","Guarani","RS",-50.3315, -30.38366667
"255","Edi Mundt","Agudo","Guarani","RS",-53.26490985, -29.44967608
"256","RS-URG-09","Alpestre","Guarani","RS",-53.06607484, -27.09973756
"259","RS-URG-03","Alpestre","Guarani","RS",-53.0292844, -27.10906432
"262","ALCIDES DUTRA","Alpestre","Guarani","RS",-53.01797353, -27.15594138
"263","OLiVIO PEDROSO.","Alpestre","Guarani","RS",-53.00606327, -27.19009181
"264","SiTIO DO PORTINHO","Alpestre","Guarani","RS",-53.00064581, -27.21169413
"265","RS-T-113","Arroio do Meio","Guarani","RS",-51.90836724, -29.39310959
"266","Tupancy","Arroio do Sal","Guarani","RS",-49.84672563, -29.49070611
"267","Itapeva 3","Arroio do Sal","Guarani","RS",-49.83969608, -29.43226626
"270","Itapeva 1","Arroio do Sal","Guarani","RS",-49.81967342, -29.41465518
"271","Varcelino Ferri","Bento Gonçalves","Guarani","RS",-51.67527778, -29.06361111
"272","Walter F. Wachholz","Cachoeira do Sul","Guarani","RS",-53.09333959, -29.86657692
"273","Atalibio L. Carvalho","Cachoeira do Sul","Guarani","RS",-53.07440978, -29.83265615
"274","Ary Carvalho Bernardes","Cachoeira do Sul","Guarani","RS",-53.06217988, -29.91670551
"275","Quido P. Stringhini","Cachoeira do Sul","Guarani","RS",-53.05244647, -29.91021738
"276","BR 153","Cachoeira do Sul","Guarani","RS",-52.96969318, -29.90021121
"277","Herminio Bonnel","Cachoeira do Sul","Guarani","RS",-52.89276513, -30.03298937
"278","Capane 1","Cachoeira do Sul","Guarani","RS",-52.88038764, -30.07814207
"280","Evaldo Katzer","Cachoeira do Sul","Guarani","RS",-49.7355845, -29.35584305
"281","Ataide Rodrigues Lucas - 1 e 2","Camaquã","Guarani","RS",-52.01123135, -30.85840977
"282","Dejalmo Martins Ribeiro","Camaquã","Guarani","RS",-51.98165955, -30.85998176
"285","Bolicho Manuel Santana","Camaquã","Guarani","RS",-51.96860936, -30.84567062
"286","Amarante Rodrigues","Camaquã","Guarani","RS",-51.80431718, -30.84889759
"287","Alarico Meireles","Camaquã","Guarani","RS",-51.78922753, -30.76975875
"288","Raul Silveira","Camaquã","Guarani","RS",-51.78141066, -30.92192551
"289","Emilio Alves Farias","Camaquã","Guarani","RS",-51.75551407, -30.73183653
"290","Fausto Crespo","Camaquã","Guarani","RS",-51.74599697, -31.10657962
"291","Wladislau Schmievski 1","Camaquã","Guarani","RS",-51.7426285, -30.72963705
